100,69,63,70,55,56,66,34,79,72,82,4,1,29,69,39,10,53,17,19
69,100,61,67,56,63,37,30,62,35,67,45,15,46,66,53,26,32,56,55
63,61,100,59,54,59,83,54,64,52,77,3,60,44,67,62,42,55,29,32
70,67,59,100,35,11,62,28,71,43,54,5,24,81,24,12,20,25,55,10
55,56,54,35,100,17,58,71,71,57,63,18,54,56,58,56,40,28,66,8
56,63,59,11,17,100,33,26,61,42,55,15,31,63,36,19,7,38,37,62
66,37,83,62,58,33,100,44,66,64,64,22,43,41,74,23,24,26,32,39
34,30,54,28,71,26,44,100,67,62,55,59,24,22,68,59,20,64,67,13
79,62,64,71,71,61,66,67,100,68,78,16,24,25,67,36,8,56,36,56
72,35,52,43,57,42,64,62,68,100,65,32,75,42,14,42,14,34,18,20
82,67,77,54,63,55,64,55,78,65,100,27,7,31,61,27,40,13,17,24
4,45,3,5,18,15,22,59,16,32,27,100,35,29,20,36,25,71,74,50
1,15,60,24,54,31,43,24,24,75,7,35,100,58,58,62,55,51,56,30
29,46,44,81,56,63,41,22,25,42,31,29,58,100,23,33,60,53,59,54
69,66,67,24,58,36,74,68,67,14,61,20,58,23,100,59,44,24,55,35
39,53,62,12,56,19,23,59,36,42,27,36,62,33,59,100,17,6,59,33
10,26,42,20,40,7,24,20,8,14,40,25,55,60,44,17,100,22,32,29
53,32,55,25,28,38,26,64,56,34,13,71,51,53,24,6,22,100,62,68
17,56,29,55,66,37,32,67,36,18,17,74,56,59,55,59,32,62,100,55
19,55,32,10,8,62,39,13,56,20,24,50,30,54,35,33,29,68,55,100
