,0
0,1.3870883923200775e-07
1,6.802862259277935e-07
2,6.463644166882989e-07
3,1.1472612305208725e-06
4,3.996437600865589e-06
5,4.629659070710005e-06
6,1.7352327604757256e-06
7,1.6317580410756004e-06
8,4.196228788877676e-06
9,5.55353892234044e-06
10,7.712103462913677e-06
11,2.6728044305508202e-05
12,3.084430721571574e-05
13,0.00020896463389404697
14,0.00029381588103016105
15,0.00016946821030464697
16,0.00014655512344904627
17,0.0003616671037812713
18,0.000399655736149594
19,0.00021581470416612872
20,0.0001200412009065685
21,0.0001298908455186136
22,0.000405786241023453
23,0.0015314447251402147
24,0.00597414122678134
25,0.009295506361826184
26,0.004732044232292288
27,0.009014612754215967
28,0.008663624637799829
29,0.005935353573349383
30,0.0016767085532402369
31,0.001081236849560215
32,0.00048094580212684795
33,0.0003425987915848966
34,0.00036635233692368987
35,0.00010415522845629524
36,0.00016320646425317214
37,5.9141399944467655e-05
38,0.00015452851528071542
39,0.0003917375099593307
40,0.001177571810392317
41,0.0031497317107544807
42,0.001925955350276622
43,0.0011707578828871281
44,0.0004528203666178089
45,0.00019600158917488402
46,0.00030329984237515166
47,0.0006116579824145582
48,0.0010657849514748323
49,0.0005094643813650544
50,0.00043734706568224397
51,0.00046874693654163133
52,0.0009201980995847726
53,0.00034937307446303463
54,0.00028649978226803383
55,0.00015872782262883243
56,0.0002801833640300096
57,0.0002579578629028103
58,0.0004544780850834407
59,0.0007098035054600388
60,0.000804740193682599
61,0.0007442033965628209
62,0.0009767934655626348
63,0.00039099431053291533
64,0.0005899970051664781
65,0.001544380838796634
66,0.000866033459459395
67,0.0005732884972480724
68,0.000406661905503017
69,0.0006032483494888347
70,0.001094179312559872
71,0.0005066555483145923
72,0.00011309304682733251
73,0.0001323791839618295
74,0.0002698944889295541
75,0.0006535756340413413
76,0.001050832247887099
77,0.001789419612363591
78,0.0013105765069970964
79,0.0009636664320228922
80,0.0011148208244847664
81,0.0003028013233701515
82,0.0001564064483909822
83,0.00028752679551729757
84,0.0006629912118295027
85,0.0010275230377827797
86,0.00095269096266953
87,0.000141127108455951
88,0.00016519185916207463
89,0.0001311943329401546
90,0.0013497083462862974
91,0.004254494806075572
92,0.0017012174901261197
93,0.000314273750014794
94,0.0005225162581569661
95,0.0002778908938726514
96,0.00023440566820159223
97,0.0004679197533464509
98,0.00034930564668464095
99,0.0002808738462928085
100,0.0010009747601630794
101,0.0030999378640188396
102,0.0015404019649516898
103,0.0009264793127265255
104,0.003715013996406076
105,0.002348995145070827
106,0.0008141320775124585
107,0.0009454605378949221
108,0.0006270176692933954
109,0.0008335023320269868
110,0.0006122937549521574
111,0.0005483092076294442
112,0.0009991959848699849
113,0.0011229861972581817
114,0.0012029816714078099
115,0.0005772952075983694
116,0.000529079009116912
117,0.0009505480181644467
118,0.00021068418604282884
119,5.919428009681076e-05
120,0.00011449422722472698
121,0.00014388004983880622
122,0.0009281889518907491
123,0.000950212357027998
124,0.0004038111272584981
125,0.00034774059999710254
126,0.00059029195506279
127,0.0011223781705593128
128,0.0007703008149214334
129,0.0004617659869219924
130,0.000817404205766915
131,0.0013530340346930665
132,0.0009480106923341024
133,0.0009401158396909672
134,0.0015196146995466037
135,0.002333740282712484
136,0.0005734151786096394
137,0.00018740565575892183
138,0.0004562106951632351
139,0.0002510970185436651
140,0.0006379577735118894
141,0.001040282571309672
142,0.0002574048708708896
143,0.0005594054810577458
144,0.0007197423874059916
145,0.00026740881370526117
146,0.0004715450820726338
147,0.0006440435840070819
148,0.0013370794590524993
149,0.0009920591602175018
150,0.0009874266070887424
151,0.0010406473144825258
152,0.0007488105042085643
153,0.0006811858524541177
154,0.0006156605676363144
155,0.0012312486689932435
156,0.001056984655851626
157,0.000799215460281265
158,0.0002462998764776802
159,0.00030250926622536696
160,0.0004724930175044654
161,0.0013254538658014972
162,0.0006017909302633904
163,0.00021704120718624482
164,0.0002728729384648696
165,0.0003329881236560799
166,0.00023668735411733714
167,0.00031578208155289645
168,0.00028380176608318395
169,0.0007211721835009748
170,0.0007712765738507893
171,0.00046917710723141075
172,0.00032770744776941497
173,0.0003658624126741458
174,0.0004810331443937904
175,0.00046745874300525804
176,0.0003199276397834483
177,0.0011665435518631846
178,0.0007954446229679095
179,0.00017564239909783052
180,0.0004189371929247249
181,0.000280668437205707
182,0.00036704987631976023
183,0.00034614705848078704
184,0.0014605994562448931
185,0.0009908071915904304
186,0.00014644151950773013
187,0.0002345579179914144
188,0.0005811725613155586
189,0.0007623288924308389
190,0.0007136494335745822
191,0.00019288988577372115
192,0.0001313906129965273
193,0.0003330221920828076
194,0.0002950252787511584
195,9.345745440035131e-05
196,0.00029344139657596556
197,0.00026330220958433137
198,0.0006452776050005788
199,0.0018712509575473087
200,0.0014225336676538594
201,0.0005098316481789724
202,0.002246698553531955
203,0.0032046590944302482
204,0.0009160305037363359
205,0.0001596015690650049
206,5.8160506298583935e-05
207,0.00014626998447947123
208,0.00010948137473665564
209,0.0010133994460909512
210,0.0019235329707635895
211,0.0006392989025464504
212,0.001055639680293339
213,0.0029228906059192857
214,0.0012928304988229233
215,0.0010786632272752337
216,0.0004858564767535485
217,0.0003557558943876102
218,0.0005704354538090678
219,0.0004804474572994267
220,0.00030974755167217596
221,0.0011173304110962269
222,0.002005662478632581
223,0.001213660696758464
224,0.001349116244212375
225,0.0015746981120633996
226,0.001122628019690224
227,0.0023342187790362907
228,0.0010752713426396782
229,0.0006718690639090274
230,0.0003239959676749352
231,0.0005616439803522745
232,0.0012414764436880063
233,0.0014538647237418297
234,0.0008552750863437189
235,0.0003249756354779579
236,0.0015143476874365895
237,0.0008217166032340977
238,0.0005025438272289357
239,0.0020399808290686005
240,0.0016400884573543651
241,0.0003517907426899097
242,0.0008114204041295147
243,0.0010735636946823432
244,0.0008407892541562306
245,0.0006949841162447619
246,0.00014710611165433417
247,0.0006256476652397132
248,0.001596030295709696
249,0.0005896878981870156
250,0.0002818384442031566
251,0.000508730471356393
252,0.0005546551520108712
253,0.00040565644622961
254,0.0002724700345724812
255,0.0008483476470303633
256,0.0005722730528361577
257,0.0002903608750514242
258,0.00031683860007711013
259,0.0002774419319753035
260,0.0003158091322457761
261,0.00030651662218777727
262,0.00046511643535008477
263,0.0013223028256241502
264,0.0010722362454206982
265,0.0015498408212136258
266,0.0015035554923455425
267,0.0005200335116546981
268,0.0003618467225471425
269,0.001073979141147089
270,0.0006117451900717752
271,0.0009003716048947917
272,0.0007017548804617806
273,0.00021779040352778358
274,0.00028913123422443784
275,0.0008353570570418192
276,0.0007380841303370796
