,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0,,,,,,,,,,,,,,,,,,,
1,45.3094,0,,,,,,,,,,,,,,,,,,
2,43.11376667,10,0,,,,,,,,,,,,,,,,,
3,26.12773333,19.26146667,21.7565,0,,,,,,,,,,,,,,,,
4,34.41116667,52.994,10.87823333,19.06186667,0,,,,,,,,,,,,,,,
5,22.8543,82.13573333,10.57883333,35.82833333,40.07983333,0,,,,,,,,,,,,,,
6,36.42713333,57.2854,18.16366667,24.2914,45.80836667,71.6567,0,,,,,,,,,,,,,
7,23.33333333,18.2635,8.483033333,16.66666667,8.582833333,2.2954,23.1537,0,,,,,,,,,,,,
8,43.3932,25.32933333,29.41116667,12.07583333,45.88823333,27.0459,70.13973333,10.07983333,0,,,,,,,,,,,
9,81.7565,49.52093333,27.92416667,13.27343333,0,22.6547,39.22356667,75.2495,50.8982,0,,,,,,,,,,
10,15.38923333,53.79243333,27.04593333,34.93013333,77.62476667,22.6946,21.6567,16.66666667,19.36126667,19.36126667,0,,,,,,,,,
11,36.32733333,28.1437,16.76646667,20.55886667,52.6148,20.75846667,88.72256667,14.37126667,64.17166667,70.07986667,22.7545,0,,,,,,,,
12,60.34933333,47.7046,13.21356667,11.17763333,72.0958,64.5449,11.27743333,2.8942,28.38323333,77.7445,52.2954,16.96606667,0,,,,,,,
13,56.46706667,9.281433332999999,32.83433333,24.8503,4.2914333330000005,4.491033333,21.8563,44.11176667,52.994,33.33333333,51.23753333,15.16966667,3.333333333,0,,,,,,
14,10.17963333,3.333333333,16.66666667,27.3453,26.66666667,7.3852333329999995,11.97603333,31.23753333,10.07983333,10.57883333,0,26.0479,3.932133333,70.31936667,0,,,,,
15,10.17963333,7.884233332999999,43.8124,41.97603333,29.84033333,0,9.780433333,40.11976667,12.07583333,13.27343333,6.686633333,49.20163333,38.52293333,33.33333333,21.2575,0,,,,
16,0,0,0,3.3932,8.582833333,0,0,5.828333333,36.72653333,7.884233332999999,23.991999999999997,31.4571,19.32136667,1.8563,0,32.33533333,0,,,
17,52.1557,48.9022,22.8543,20.55886667,21.2575,11.27743333,13.07386667,53.5928,22.12176667,18.02396667,20.25946667,10.97803333,19.76046667,18.66266667,30.33933333,34.59083333,3.333333333,0,,
18,10.27943333,10.57883333,24.4511,44.3513,18.20356667,34.1517,47.1058,19.06186667,33.33333333,22.4551,22.0559,44.17166667,55.36926667,10,7.984033332999999,4.191633333,52.33533333,10,0,
19,22.2555,61.67663333,25.68863333,21.4571,59.1018,65.66866667,46.507,11.47703333,22.2555,56.08783333,7.984033332999999,21.45706667,41.497,6.8862,1.996,0,36.92613333,0.7984,24.1517,0
