,Song1,Song2,Song3,Song4,Song5,Song6,Song7,Song8,Song9,Song10,Song11,Song12,Song13,Song14,Song15,Song16,Song17,Song18,Song19,Song20
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,45.309400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,43.11376666666666,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,26.127733333333335,19.261466666666667,21.7565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,34.41116666666667,52.994,10.878233333333334,19.061866666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,22.8543,82.13573333333333,10.578833333333334,35.82833333333334,40.07983333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,36.42713333333334,57.2854,18.163666666666668,24.2914,45.80836666666667,71.6567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,23.333333333333332,18.263499999999997,8.483033333333333,16.666666666666668,8.582833333333333,2.2954,23.1537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,43.3932,25.329333333333334,29.411166666666663,12.075833333333334,45.888233333333325,27.0459,70.13973333333333,10.079833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,81.7565,49.52093333333334,27.924166666666668,13.273433333333335,0.0,22.654700000000002,39.22356666666666,75.2495,50.8982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,15.389233333333332,53.79243333333333,27.045933333333334,34.93013333333334,77.62476666666667,22.694599999999998,21.6567,16.666666666666668,19.361266666666666,19.361266666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,36.327333333333335,28.143700000000006,16.766466666666666,20.55886666666667,52.6148,20.758466666666667,88.72256666666665,14.371266666666665,64.17166666666667,70.07986666666666,22.754499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,60.349333333333334,47.7046,13.213566666666665,11.177633333333333,72.0958,64.5449,11.277433333333333,2.8942,28.383233333333333,77.7445,52.2954,16.966066666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,56.467066666666675,9.281433333333334,32.83433333333333,24.8503,4.291433333333333,4.491033333333333,21.8563,44.111766666666675,52.994,33.333333333333336,51.23753333333334,15.169666666666664,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,10.179633333333333,3.3333333333333335,16.666666666666668,27.345299999999998,26.666666666666668,7.385233333333333,11.976033333333334,31.237533333333335,10.079833333333333,10.578833333333334,0.0,26.0479,3.9321333333333333,70.31936666666667,0.0,0.0,0.0,0.0,0.0,0.0
15,10.179633333333333,7.884233333333333,43.812400000000004,41.97603333333333,29.840333333333334,0.0,9.780433333333333,40.11976666666667,12.075833333333334,13.273433333333331,6.686633333333333,49.20163333333333,38.522933333333334,33.333333333333336,21.2575,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,3.3932,8.582833333333333,0.0,0.0,5.828333333333333,36.72653333333333,7.884233333333333,23.992,31.4571,19.321366666666666,1.8563,0.0,32.33533333333333,0.0,0.0,0.0,0.0
17,52.1557,48.90219999999999,22.8543,20.558866666666667,21.2575,11.277433333333333,13.073866666666667,53.592800000000004,22.12176666666667,18.023966666666666,20.259466666666665,10.978033333333334,19.760466666666666,18.662666666666667,30.33933333333333,34.590833333333336,3.3333333333333335,0.0,0.0,0.0
18,10.279433333333333,10.578833333333334,24.451099999999997,44.3513,18.203566666666664,34.1517,47.10580000000001,19.061866666666667,33.333333333333336,22.4551,22.055899999999998,44.17166666666666,55.36926666666667,10.0,7.9840333333333335,4.191633333333333,52.33533333333333,10.0,0.0,0.0
19,22.255499999999998,61.676633333333335,25.688633333333332,21.4571,59.1018,65.66866666666665,46.507000000000005,11.477033333333333,22.255499999999998,56.08783333333334,7.9840333333333335,21.457066666666666,41.49700000000001,6.8862,1.9959999999999998,0.0,36.92613333333333,0.7984,24.1517,0.0
