"","x"
"1",-0.196024924011203
"2",-0.191071871750928
"3",-0.194817556403279
"4",0.0358276783144225
"5",0.0323225153992344
"6",-0.265671324096415
"7",-0.196249865873569
"8",0.0526478006649378
"9",0.0484825642063162
"10",0.0322192726396483
"11",0.153194548951754
"12",0.048375804705824
"13",0.0508656890186407
"14",0.0211062171835044
"15",-0.253779915168763
"16",0.165698659715657
"17",0.58592824716912
"18",0.0379512920601433
"19",0.0479717523847586
"20",-0.0149765851098069
