100,67,63,62,62,54,55,6,59,52,6,43,8,24,22,35,55,42,58,15
67,100,81,12,62,50,37,59,36,21,31,53,58,77,62,55,19,73,54,45
63,81,100,35,33,44,39,64,55,59,62,62,70,43,23,71,28,56,53,23
62,12,35,100,27,40,54,21,36,58,27,11,60,23,59,58,75,41,42,4
62,62,33,27,100,22,54,41,33,38,26,61,57,36,87,59,67,60,57,63
54,50,44,40,22,100,56,67,55,34,11,35,75,80,55,52,62,38,61,58
55,37,39,54,54,56,100,42,72,55,42,63,83,43,62,38,42,83,58,61
6,59,64,21,41,67,42,100,57,56,14,11,57,65,15,41,50,73,24,45
59,36,55,36,33,55,72,57,100,46,58,46,33,30,58,45,43,65,44,57
52,21,59,58,38,34,55,56,46,100,17,67,38,16,68,59,27,58,45,40
6,31,62,27,26,11,42,14,58,17,100,27,19,29,41,37,59,57,42,6
43,53,62,11,61,35,63,11,46,67,27,100,73,45,58,70,43,30,46,66
8,58,70,60,57,75,83,57,33,38,19,73,100,14,55,39,62,60,60,65
24,77,43,23,36,80,43,65,30,16,29,45,14,100,20,41,43,37,43,41
22,62,23,59,87,55,62,15,58,68,41,58,55,20,100,63,18,0,25,53
35,55,71,58,59,52,38,41,45,59,37,70,39,41,63,100,34,42,50,60
55,19,28,75,67,62,42,50,43,27,59,43,62,43,18,34,100,54,41,67
42,73,56,41,60,38,83,73,65,58,57,30,60,37,0,42,54,100,60,71
58,54,53,42,57,61,58,24,44,45,42,46,60,43,25,50,41,60,100,38
15,45,23,4,63,58,61,45,57,40,6,66,65,41,53,60,67,71,38,100
