,0
0,0.44849438161652766
1,0.43468014926798976
2,0.4356193305068317
3,0.3681830632626409
4,0.8523540481308295
5,1.0
6,0.23764131229879784
7,0.04342024408085828
8,0.32666443552958363
9,0.6410101354425797
10,0.3235556510063075
11,0.20211087691820973
12,0.169547681195259
13,0.1338502968873187
14,0.1390031822647738
15,0.1571283225308646
16,0.1742366360724767
17,0.12728026487520042
18,0.12659351026668922
19,0.5363363091662904
20,0.8969531582243585
21,0.9634668979467447
22,0.4873031249141686
23,0.25000843421720653
24,0.24649730254235788
25,0.23026664297599736
26,0.15432818268319906
27,0.15458333561900517
28,0.22380411730659228
29,0.2300741164106839
30,0.671579762366772
31,0.5534917002306073
32,0.49639867179635994
33,0.8295569587187402
34,0.9405386946300243
35,0.3562812970416994
36,0.45623977750163786
37,0.4570658859175075
38,0.4658028656113256
39,0.5258090094338407
40,1.0
41,0.6266872702915036
42,0.11267449923848917
43,0.12253963774745417
44,0.3421888111260103
45,0.6312132701100086
46,1.0
47,0.5715992940062687
48,0.2668682814156158
49,0.09143252988458583
50,0.10844244083938256
51,0.07871738425502789
52,0.10483996944067155
53,0.12350085517824275
54,0.10052827889545037
55,0.10298153190713821
56,0.13059893280352844
57,0.17694348194529272
58,0.17689319942674506
59,0.1319465345975628
60,0.12297404420165697
61,0.087875580437073
62,0.20396696459219424
63,0.4495669693464684
64,0.37880890295768643
65,0.41887603361754305
66,0.2786220043675088
67,0.1945508420355553
68,0.14249009213056535
69,0.10308348667181257
70,0.5401459395124768
71,0.6892086379063329
72,0.32213912361832847
73,0.2748274282242266
74,0.5649612649049475
75,0.8585334461885614
76,0.8296463294888453
77,0.8907691782917903
78,1.0
79,0.6621804285195172
80,0.39068273079998556
81,0.6803866575425378
82,0.9541277244348477
83,0.7806566368892628
84,0.33602049654930355
85,0.29617964197600927
86,0.2688048222364871
87,0.21452222533090015
88,0.16676537821100515
89,0.4144871804125819
90,0.6440331732323719
91,0.4701089182403283
92,0.3563610721305078
93,0.23272283838495864
94,0.17100353523226097
95,0.18153284933945868
96,0.30652332617030525
97,0.3405455542696364
98,0.406964603686142
99,0.5686111188297087
100,0.40292444517259507
101,0.3107838118862712
102,0.5383203831311237
103,1.0
104,0.7206758766943289
105,0.3169989554264121
106,0.21197969455746382
107,0.1537360526970939
108,0.2505431980093836
109,0.7234214216008259
110,1.0
111,0.7229631981193476
112,0.43259188248120656
113,0.5931583176052903
114,0.2473854209758602
115,0.10668922431064043
116,0.19430473921941402
117,0.4643262886068239
118,1.0
119,0.9375252918093923
120,1.0
121,0.9486724298588105
122,0.4919447747117903
123,0.3796012025739132
124,0.7914202927077534
125,0.4737128039774814
126,0.2706362056673528
127,0.2894050481353136
128,0.20124540067297209
129,0.2317443092356921
130,0.3676896683241666
131,0.6695961473320725
132,0.6796246206874436
133,0.5815932727562627
134,0.4321932786900376
135,0.4375726930514955
136,0.15783200884079038
137,0.1957911997675746
138,0.1942495640873581
139,0.23902962861829727
140,0.22052535327448275
141,0.09449121154350715
142,0.19483321700258427
143,0.20119024229685364
144,0.17721228080374757
145,0.32252254274950054
146,0.23253319328433855
147,0.2645701075255766
148,0.16555478407991775
149,0.10996698769398691
150,0.15854681678319635
151,0.29805601254171626
152,0.25342532125325545
153,0.45958332186825845
154,0.23544394830470272
155,0.17927165306150666
156,0.12525465101580183
157,0.06095315738480937
158,0.05857437682622307
159,0.1722392849172757
160,0.22573252937701177
161,0.14583050943295228
162,0.42598252632731265
163,0.4177259665629014
164,0.3640623121135477
165,0.5939253007736727
166,0.3930196103692007
167,0.22709957344751086
168,0.3641066852542995
169,0.36691607881347416
170,0.44584065343640406
171,0.14006313988239258
172,0.17612796539041478
173,0.5925690210820127
174,0.9868870923862791
175,0.657103609499012
176,0.3675411338163505
177,0.34324551025150396
178,0.28775534960015925
179,0.14422799955844087
180,0.17783153321204265
181,0.3303781403888346
182,0.3715139696363561
183,0.10453019597342209
184,0.13333240133914068
185,0.14240435565740606
186,0.27741942353342774
187,0.39536442157818713
188,0.19610876772105285
189,0.25955758442221516
190,0.2779360681706408
191,0.17302066061223917
192,0.21274961522893412
193,0.2716244964722395
194,0.2205163779608001
195,0.15573507394332542
196,0.16284825730318653
197,0.12846924457615963
198,0.05500679717579715
199,0.05296353657485351
200,0.0586645072935791
201,0.15100392462148635
202,0.265368639749364
203,0.16889365827211747
204,0.16765848542855816
205,0.24862373318992667
206,0.6081178774263208
207,0.4597018232965465
208,0.4080959327564506
209,0.36411233231153145
210,0.3979800015304184
211,0.30676401343551585
212,0.3170613555694268
213,0.2035126617622523
214,0.2612415967727358
215,0.2243723099191217
216,0.2202344165498076
217,0.762857489590453
218,0.639236363922692
219,0.5734225218612723
220,0.411852133420304
221,0.2428324831405326
222,0.26297768978987507
223,0.4965939013052412
224,0.8214187348527083
225,1.0
226,0.411445414230632
227,0.6385454678760635
228,0.6737670217523745
229,0.5900206049713979
230,0.2945212665023683
231,0.4576645849401428
232,0.5793008892289336
233,0.5702365694131402
234,0.1816284635437134
235,0.23165420068265763
236,0.6970642236985856
237,0.6684065631988755
238,0.7716176953871174
239,0.5311893705399591
240,0.16725816601327193
241,0.28321357785016327
242,0.3827414822239311
243,0.2805706867417337
244,0.21111126101164218
245,0.5305208757509888
246,0.9417687164638796
247,0.7631177186510257
248,0.7973187039587125
249,0.6984085261098314
250,0.4839565995107238
251,0.23954732192045694
252,0.2535839475846196
253,0.7339424273334809
254,0.7708958419146658
255,0.5229933265769372
256,0.36271956651965526
257,0.662082603183054
258,0.851962910867489
259,0.9337044129515427
260,0.9981618367226032
261,0.4765160728562749
262,0.5365357927859226
263,0.6668669591716258
264,0.933799239039719
265,1.0
266,0.7238950633311451
267,0.6595862099176634
268,0.4066589489500492
269,0.46634006603963124
270,0.6249418559022464
271,0.6508796547757967
272,0.8488124692076796
273,0.13675498546244935
274,0.08724657898411059
275,0.2173049679884236
276,0.34695937848139224
277,0.4231999384337246
278,0.4973263211716471
279,0.35101148277883004
280,0.1307203627594536
281,0.18539191907266445
282,0.11378068903437967
283,0.06565425156482464
284,0.13783567871075736
285,0.36834291168630356
286,0.3928567392640467
287,0.6963409217341215
288,0.5333503889835409
289,0.3003656274127524
290,0.3865289737031723
291,0.5549061053739095
292,0.9491492906443777
293,0.7404928300755274
294,0.46847881032703986
295,0.3043128168827753
296,0.301074528475094
297,0.413867577116423
298,0.6881442916270135
299,0.8881163139235457
300,1.0
301,0.6926978023626991
302,0.6302694970232346
303,0.5792503550480783
304,0.3124941126345795
305,0.24412127880304701
306,0.22334179850423813
307,0.30708811656635965
308,0.5299456890269519
309,0.673326538819914
310,0.5384927966135172
311,0.40588200806048014
312,0.5876469326508037
313,0.47401297225489775
314,0.2680094812921017
315,0.17376579623390767
316,0.17340498265402512
317,0.16807241507341486
318,0.18743066443212866
319,0.42029172829995587
320,0.34670118770486275
321,0.18295568183935149
322,0.12796660893512182
323,0.1717741472030141
324,0.5308168960986306
325,0.3461197641341169
326,0.1365866255691826
327,0.10043264042011828
328,0.0936304244753239
329,0.19193190714136418
330,0.7482175136023554
331,0.4461694347986807
332,0.40495667620545733
333,0.40451758916237035
334,0.4515150430288288
335,0.8963327700512618
336,1.0
337,0.8813978017479029
338,1.0
339,0.6663400057951531
340,0.5211221724842698
341,0.18283228775694174
342,0.490299082572844
343,0.9304821858246893
344,1.0
345,1.0
346,1.0
347,1.0
348,1.0
349,1.0
350,0.9723208531953882
351,0.8372211438305714
352,0.9593939649775558
353,0.640509608617471
354,0.5769063183007093
355,1.0
356,1.0
357,1.0
358,1.0
359,1.0
360,0.6464289121941561
361,0.3168256209566972
362,0.4436121373291348
363,0.33373687040839867
364,0.17389092342946735
365,0.966177955747676
366,1.0
367,1.0
368,1.0
369,1.0
370,1.0
371,1.0
372,1.0
373,1.0
374,0.875771631744539
375,1.0
376,1.0
377,1.0
378,0.5093371298101458
379,0.4724631362750971
380,0.8518423878602607
381,0.7902965044886517
382,1.0
383,1.0
384,1.0
385,1.0
386,1.0
387,1.0
388,1.0
389,0.938254484426316
390,1.0
391,1.0
392,1.0
393,0.6467433665609288
394,0.4853196490412112
395,0.5671690255475995
396,0.2390802737167068
397,0.7864517631691226
398,0.8515760511626427
399,0.5954624572765759
400,0.6899589087536211
401,0.6924328600457685
402,0.384447011946708
403,0.5833432761875694
404,0.4194435184412106
405,0.3121923003046045
406,0.45750056922089627
407,0.5747357284689438
408,1.0
409,0.7610930364202609
410,0.5038656899676942
411,0.20043388173698629
412,0.0818839258297533
413,0.12307796537679103
414,0.4835820017113288
415,0.5182603083477932
416,0.5273374506197076
417,0.526229414498675
418,0.31655453691033325
419,0.4318290205224273
420,0.9296566443248047
421,0.745133093976685
422,0.47037864012120395
423,0.2931787649951124
424,0.18913561631651762
425,0.11210554924763888
426,0.323601112273725
427,0.44306876935945144
428,0.4424783717979341
429,0.798495638172666
430,1.0
431,0.35703588252716517
432,0.1520030330271779
433,0.1902005119313342
434,0.2175048100711601
435,0.3388492661981398
436,0.3465184584736154
437,0.08454616634775913
438,0.016861160898404417
439,0.25804618590264566
440,0.8422426410747142
441,0.7234440830658306
442,0.7999550405667276
443,1.0
444,1.0
445,1.0
446,0.8983958706932159
447,1.0
448,1.0
449,1.0
450,1.0
451,0.9076797410939572
452,0.9210679289927413
453,1.0
454,1.0
455,1.0
456,0.7373281848509239
457,0.4008146808697069
458,0.6185213155588625
459,1.0
460,1.0
461,1.0
462,0.29834061819025265
463,0.2899711672284303
464,0.6977075963915914
465,0.8714674512210808
466,0.3423472593186004
467,0.36292792602196106
468,0.3001954473335518
469,0.39080416840984855
470,0.453494312273791
471,0.8806466822296904
472,0.7100417294627006
473,0.10947902974001542
474,0.10028354000536625
475,0.24627570145689276
476,0.5424364620535872
477,0.4017718646465287
478,0.1558445818086552
479,0.05472791210056681
480,0.032088458876357744
481,0.08147719854396646
482,0.04530784377832754
483,0.04375151045310763
484,0.06151755983003421
485,0.05884992851235834
486,0.06518851341204997
487,0.04941803883848863
488,0.06559385332128125
489,0.0608403037600794
490,0.04358453759388709
491,0.04113892028667085
492,0.03311974398805239
493,0.06878977731742869
494,0.1698844603349235
495,0.12643435918669557
496,0.1438159396575972
497,0.10083841382981261
498,0.09381893238860566
499,0.10982860759560169
500,0.05374171493023616
501,0.09043420938548478
502,0.10740000361165716
503,0.06971166134088529
504,0.10145313962977269
505,0.34545419993416393
506,0.46981725274753494
507,0.4711911951506568
508,0.46425636696347583
509,0.4201322569367335
510,0.30813211629788134
511,0.23521253645617313
512,0.286731143747055
513,0.3184136266411465
514,0.3765749345047661
515,0.19619902346937765
516,0.14358568589868068
517,0.07984637972567205
518,0.07839425875173792
519,0.04672592003380431
520,0.10071849564338754
521,0.10359860252733347
522,0.08754463262687513
523,0.06892393681567094
524,0.04557102603374919
525,0.04430447001949959
526,0.12405504125344209
527,0.15000095457866275
528,0.14737645180172465
529,0.11067168194852837
530,0.166827423662865
531,0.1170626353014586
532,0.14546912814091226
533,0.13636085943797446
534,0.18901634729710026
535,0.19344310715377558
536,0.13925919095823636
537,0.07284211603487084
538,0.06176698520173129
539,0.08382870361623283
540,0.23995078046882945
541,0.2283063116953839
542,0.20428472128143352
543,0.1442620786977227
544,0.1573062993298461
545,0.05604429373121355
546,0.02225383318957507
547,0.05554058116338697
548,0.20235782232967703
549,0.5083961778529684
550,0.6660628409124913
551,0.6788034351067053
552,0.6339753239528512
553,0.4067308826271096
554,0.3179980872716867
555,0.398336628696345
556,0.21199480041708538
557,0.21194228494092504
558,0.2466958881055651
559,0.14164984236514366
560,0.21754177643549738
561,0.4786158396485723
562,0.6213836225565501
563,0.33031411428592755
564,0.2691451721894873
565,0.3467071910985085
566,0.25467540619207074
567,0.18669283426878305
568,0.33511537190852486
569,0.18782167258977933
570,0.1877160775270879
571,0.4149566806691431
572,0.33727838665499976
573,0.5744185905845631
574,1.0
575,1.0
576,0.5532201401925572
577,0.152431104363571
578,0.2645649069477046
579,0.3110347977951303
580,0.29710754269803547
581,0.20306349887601777
582,0.48230994640302066
583,0.6668545363340745
584,0.7410010860048387
585,0.2565898207197883
586,0.205241373340675
587,0.18901237714863942
588,0.13512708371750215
589,0.15075235504197296
590,0.3432989162574099
591,0.37391697645251093
592,0.3192745350366041
593,0.601104984979749
594,0.43079522183662894
595,0.3837634332866204
596,0.8383003684433379
597,0.41186839904498895
598,0.22823401298366588
599,0.33927801039864597
600,0.4567999525967516
601,0.634271173885957
602,0.2647488339879574
603,0.2857589914100448
604,0.8579551271952023
605,0.9007532623928177
606,0.48418613667106336
607,0.46102087201408626
608,0.4491072545263029
609,0.5498637187273459
610,0.19954320615846916
611,0.25781852157814295
612,0.4753946181674176
613,0.4182714555213678
614,0.20026749886985498
615,0.3437260398994683
616,0.38099841969509013
617,0.3573957836897942
618,0.5089025619698223
619,0.4565760699196912
620,0.48641184849803687
621,0.6747835609945216
622,0.34202833997438037
623,0.3698537343552046
624,0.8887605148360201
625,0.887472040942263
626,0.3891065602349811
627,0.4310746646467432
628,0.3560204076528287
629,0.14702694507247227
630,0.09045142559420999
631,0.09830831607846191
632,0.2208512147832242
633,0.3521708322690742
634,0.221513330787498
635,0.17125699081927506
636,0.24801592135284972
637,0.6772469700901864
638,0.9393246202988254
639,0.8271545118226787
640,0.5773782574961067
641,0.6436594625357573
642,0.36082217664682453
643,0.39061507745056967
644,0.2487654285233753
645,0.25972729833807173
646,0.2087226769523899
647,0.21038565216733762
648,0.5021953353736318
649,0.33635018507903797
650,0.32043381520023817
651,0.2691435849706715
652,0.16749944415741855
653,0.13916864686162447
654,0.3008782293730241
655,0.5714386901306389
656,0.9207144611567771
657,0.47987500440205577
658,0.5968742044294567
659,0.3548898692811653
660,0.22421767348221838
661,0.10939322060374772
662,0.14283290042020952
663,0.18984207173336876
664,0.27725185571541583
665,0.10392641653248524
666,0.2138282930103604
667,0.5145997951610586
668,0.3629186844369162
669,0.6445148694348022
670,0.737607201767728
671,0.21141130866044036
672,0.14538816740348187
673,0.1262195305490021
674,0.10885009970015053
675,0.1653835048531734
676,0.4232268494978661
677,0.6318618590325427
678,0.5730033878238768
679,0.5501276476670441
680,0.4772803072077135
681,0.38264387459863863
682,0.23280572939361255
683,0.3171155263925302
684,0.8036567318971964
685,0.6163864612431218
686,0.528876834651393
687,0.3410765376701002
688,0.6137382091452008
689,0.8717254732285815
690,1.0
691,0.8204734525440656
692,0.341288156167842
693,0.5553625879243198
694,0.7071280244235961
695,0.7533790171369993
696,0.6118840371998002
697,0.9232248966574602
698,0.9625743874905563
699,0.40167862829605633
700,0.3266331073186137
701,0.8526589395186589
702,1.0
703,0.9152417998072382
704,0.2032797066829617
705,0.17646478159367074
706,0.26266173595550524
707,0.45191071222534007
708,0.4562189816906973
709,0.26587700768431394
710,0.16254780656325807
711,0.07570958363881698
712,0.10227098956300118
713,0.09096449718217531
714,0.042506160404688985
715,0.0917359442888981
716,0.14473414271660928
717,0.14148389665644107
718,0.5001417331883923
719,0.39663338278772586
720,0.28338984319107463
721,0.3972125821176596
722,0.5382846689503525
723,0.7587106418829294
724,0.4193798185412367
725,0.2422325868356254
726,0.22179323319873043
727,0.24370577394858217
728,0.30213003210456096
729,0.5353290945005617
730,0.6232224164467309
731,0.41195012253847874
732,0.3184601820821573
733,0.36760773214953896
734,0.36135112716220863
735,0.2351026159712972
736,0.15643440159904365
737,0.09158667418287697
738,0.07060928701394896
739,0.13216439533333893
740,0.23095124661486305
741,0.2142984936646748
742,0.17497546690234253
743,0.12181443433211447
744,0.11869975422796149
745,0.10687994936976457
746,0.0935199167595511
747,0.067280667958309
748,0.09463878113719823
749,0.11598163948458033
750,0.18958109138718734
751,0.2561627755318629
752,0.20566881653062244
753,0.16314368867301968
754,0.1589919810444594
755,0.3141921836523838
756,0.1746837574642888
757,0.10148984484008453
758,0.1242405132005237
759,0.1606683922001025
760,0.3515582838600079
761,0.6596365887284049
762,0.26796609460451326
763,0.372793997980978
764,0.4007695739083048
765,0.4286947284496014
766,0.6551283502095157
767,0.5337967139256766
768,0.5113201157307271
769,0.6282893185081314
770,0.4737318109650902
771,0.273185826847551
772,0.10233620166827564
773,0.35803085907544474
774,0.6595829149492101
775,0.5987365792881757
776,0.8540401378013993
777,0.6990383695357243
778,0.9518825741741141
779,0.8094233874544314
780,0.699889288794243
781,1.0
782,0.554984895965615
783,0.5589875093265543
784,0.5748050910205947
785,1.0
786,0.8015915880839674
787,0.41569340731254056
788,0.5235750822486395
789,0.8122542757598682
790,0.9970707270412016
791,1.0
792,0.5497148442432742
793,0.4669761353958513
794,0.3109960048785541
795,0.13379233184296335
796,0.36918323554279614
797,0.6290437322128053
798,0.621391350373006
799,0.4662035743657214
800,0.6417379526975049
801,0.47149154572554536
802,0.46568672209740825
803,0.5857782151575321
804,0.3246981176317088
805,0.26153926172690495
806,0.3210331259190468
807,0.17137912731806257
808,0.2574883498343225
809,0.2707665090752992
810,0.17319200371529256
811,0.20107107053154416
812,0.2592632284634177
813,0.5121089854939865
814,0.6130458375021861
815,0.6831858050836511
816,0.5878891269257283
817,0.6658746062148833
818,0.5953574806864033
819,0.4690637847161284
820,0.5893636645287255
821,0.6548061580918159
822,0.7446285947907577
823,0.6830863718705296
824,0.4571657078799678
825,0.26524572638900906
826,0.2732256925813167
827,0.19148060391324995
828,0.353918458341535
829,0.3184810245431238
830,0.20362296229510232
831,0.2140303182011453
832,0.22217608907016972
833,0.16070605497319737
834,0.19457104349714252
835,0.11706055950313157
836,0.0747610478637067
837,0.1036709636015997
838,0.13282065186097228
839,0.28632397345353483
840,0.2253719139712928
841,0.2110357417879705
842,0.0891745966397434
843,0.02342418337170394
844,0.03474126722323965
845,0.20961145981095775
846,0.20781486512181233
847,0.1971897082283172
848,0.22885515709474266
849,0.19933639152864077
850,0.27122282712136675
851,0.5260665969580883
852,0.37123425562113893
853,0.34013427464920776
854,0.2213750297959847
855,0.19216636245645624
856,0.09296850854572879
857,0.2021542123924151
858,0.25225308462438883
859,0.299190754331786
860,0.6232683848791719
861,0.5400392324764913
862,0.19539344699934144
863,0.11041121941780993
864,0.20222918787900168
865,0.24775897962854443
866,0.17025083461819362
867,0.12228553291141686
868,0.03497965359946837
869,0.028404735622294907
870,0.2727772767473918
871,0.7787530402480819
872,0.4370398793707741
873,0.2975873828074903
874,0.36064584965997565
875,0.343964110247604
876,0.3399241003274829
877,0.2822669454358811
878,0.29949299865783435
879,0.301022515255769
